cliente_id,idade,profissao,estado_civil,escolaridade,possui_inadimplencia,saldo_conta,possui_financiamento_imovel,possui_emprestimo_pessoal,tipo_contato,dia_contato,mes_contato,duracao_contato_seg,qtd_contatos_campanha,dias_desde_ultimo_contato,contatos_campanha_anterior,resultado_campanha_anterior,aderiu_produto
1075,28,technician,divorced,tertiary,0,594,1,1,nao_informado,18,jun,54,3,-1,0,nao_informado,0
1076,26,unemployed,married,tertiary,0,454,1,1,nao_informado,23,may,28,18,-1,0,nao_informado,0
1077,54,nao_informado,married,secondary,0,2206,0,0,cellular,12,nov,104,1,99,2,other,1
1078,38,admin.,married,tertiary,0,1988,0,0,cellular,27,mar,164,2,130,2,failure,1
1079,32,technician,single,tertiary,0,0,0,0,cellular,7,aug,268,2,-1,0,nao_informado,0
1080,50,admin.,divorced,secondary,0,202,0,1,cellular,17,nov,148,1,-1,0,nao_informado,0
1081,43,blue-collar,married,secondary,0,667,1,0,nao_informado,7,may,228,3,-1,0,nao_informado,0
1082,48,admin.,married,secondary,0,112,0,0,cellular,18,aug,139,5,-1,0,nao_informado,0
1083,57,housemaid,married,primary,0,50,0,0,cellular,18,aug,89,3,-1,0,nao_informado,0
1084,64,housemaid,married,primary,0,768,0,0,cellular,15,jul,250,2,182,1,success,0
1085,26,services,divorced,secondary,0,74,1,0,nao_informado,23,may,106,6,-1,0,nao_informado,0
1086,33,blue-collar,married,secondary,0,661,1,0,cellular,18,jul,968,1,-1,0,nao_informado,1
1087,50,self-employed,married,secondary,0,3025,0,1,cellular,6,aug,168,3,-1,0,nao_informado,0
1088,47,self-employed,married,tertiary,0,751,0,0,cellular,24,jul,408,14,-1,0,nao_informado,0
1089,39,management,single,tertiary,0,416,0,0,cellular,23,oct,56,4,-1,0,nao_informado,0
1090,52,services,married,primary,0,14,0,1,cellular,28,jul,55,5,-1,0,nao_informado,0
1091,31,blue-collar,single,primary,0,-502,1,0,nao_informado,29,may,76,4,-1,0,nao_informado,0
1092,50,blue-collar,married,primary,0,0,0,0,cellular,11,aug,72,5,-1,0,nao_informado,0
1093,47,technician,married,secondary,0,599,1,0,cellular,13,aug,99,3,-1,0,nao_informado,0
1094,30,management,single,tertiary,0,-218,1,0,cellular,27,aug,13,15,-1,0,nao_informado,0
1095,32,technician,single,tertiary,0,1012,0,0,cellular,14,apr,178,1,-1,0,nao_informado,0
1096,36,technician,married,secondary,0,300,0,0,nao_informado,9,jun,287,1,-1,0,nao_informado,0
1097,46,technician,married,tertiary,0,217,1,0,cellular,14,may,141,1,346,2,other,0
1098,45,management,divorced,tertiary,0,2096,0,0,cellular,21,nov,127,1,100,2,failure,0
1099,37,technician,single,secondary,0,0,0,0,cellular,4,aug,69,2,-1,0,nao_informado,0
1100,58,housemaid,married,primary,0,5278,1,0,nao_informado,4,jun,763,4,-1,0,nao_informado,0
1101,59,management,married,tertiary,0,1831,0,0,cellular,17,feb,122,1,92,1,failure,0
1102,28,management,married,tertiary,0,1480,1,0,cellular,18,may,143,1,-1,0,nao_informado,0
1103,48,management,married,tertiary,0,7289,1,0,cellular,2,feb,316,3,-1,0,nao_informado,0
1104,55,blue-collar,married,nao_informado,0,1665,0,0,telephone,30,jul,89,2,-1,0,nao_informado,0
1105,37,blue-collar,single,primary,0,851,1,0,cellular,15,may,151,1,352,1,failure,0
1106,41,management,married,tertiary,0,2885,0,0,cellular,19,nov,40,1,-1,0,nao_informado,0
1107,35,blue-collar,married,secondary,0,137,0,1,nao_informado,4,oct,5,1,808,12,failure,0
1108,34,blue-collar,single,secondary,0,1239,1,0,cellular,18,jul,90,1,-1,0,nao_informado,0
1109,43,management,single,tertiary,0,146,0,0,cellular,21,nov,50,1,113,5,other,0
1110,59,technician,married,secondary,0,1,0,0,cellular,15,apr,159,2,378,3,failure,1
1111,50,blue-collar,divorced,primary,0,-10,0,1,cellular,10,jul,369,6,-1,0,nao_informado,0
1112,37,technician,married,secondary,0,480,0,0,cellular,22,oct,344,2,182,8,other,1
1113,35,technician,married,secondary,0,2789,1,0,cellular,4,sep,256,2,94,1,failure,0
1114,50,technician,single,secondary,0,3897,0,0,cellular,26,oct,298,1,-1,0,nao_informado,0
1115,36,technician,divorced,secondary,0,487,0,1,cellular,11,aug,268,3,-1,0,nao_informado,0
1116,41,admin.,married,secondary,0,5110,1,0,cellular,13,apr,231,1,-1,0,nao_informado,0
1117,28,management,married,tertiary,0,318,1,0,nao_informado,27,may,4,4,-1,0,nao_informado,0
1118,42,technician,single,tertiary,0,-411,1,0,cellular,12,may,78,5,292,3,failure,0
1119,60,retired,married,secondary,0,4820,0,0,nao_informado,5,jun,419,1,-1,0,nao_informado,0
1120,28,management,single,tertiary,0,4937,1,0,telephone,13,may,421,3,-1,0,nao_informado,0
1121,48,entrepreneur,married,secondary,0,725,0,1,cellular,10,jul,105,1,-1,0,nao_informado,0
1122,51,entrepreneur,married,tertiary,0,5403,0,0,nao_informado,6,jun,42,1,-1,0,nao_informado,0
1123,32,technician,married,tertiary,0,4089,0,0,cellular,26,may,114,7,287,3,failure,0
1124,35,technician,married,tertiary,0,188,0,0,cellular,26,aug,286,2,-1,0,nao_informado,0
1125,37,technician,married,nao_informado,0,189,0,0,cellular,1,oct,238,1,107,2,success,1
1126,38,blue-collar,divorced,secondary,0,2998,1,0,nao_informado,11,jun,91,1,-1,0,nao_informado,0
1127,77,retired,married,secondary,0,610,0,0,cellular,13,aug,766,3,-1,0,nao_informado,0
1128,32,management,single,nao_informado,0,787,0,0,cellular,28,jan,92,1,-1,0,nao_informado,0
1129,43,technician,divorced,secondary,0,167,0,0,cellular,4,aug,211,3,-1,0,nao_informado,0
1130,36,management,single,tertiary,0,243,1,0,cellular,7,may,160,2,360,3,failure,0
1131,29,management,married,tertiary,0,877,0,0,cellular,3,feb,166,3,-1,0,nao_informado,0
1132,32,admin.,single,secondary,0,2817,1,0,cellular,21,nov,195,1,-1,0,nao_informado,0
1133,41,management,divorced,tertiary,0,4567,1,1,cellular,16,jul,106,1,-1,0,nao_informado,0
1134,26,services,single,secondary,0,127,1,1,cellular,23,jul,85,3,-1,0,nao_informado,0
1135,34,blue-collar,married,primary,0,176,0,0,cellular,24,jul,78,1,-1,0,nao_informado,0
1136,57,retired,married,tertiary,0,0,1,1,nao_informado,28,may,648,1,-1,0,nao_informado,1
1137,36,services,single,secondary,0,1482,1,0,cellular,18,nov,177,2,174,1,other,0
1138,42,blue-collar,married,secondary,0,3052,1,0,nao_informado,27,may,32,1,-1,0,nao_informado,0
1139,35,technician,divorced,secondary,0,56,0,0,cellular,29,aug,24,12,-1,0,nao_informado,0
1140,52,entrepreneur,divorced,primary,0,278,1,0,nao_informado,7,may,688,2,-1,0,nao_informado,0
1141,36,management,single,tertiary,0,3875,1,0,nao_informado,27,may,21,5,-1,0,nao_informado,0
1142,46,technician,married,secondary,0,-337,1,0,nao_informado,27,may,112,1,-1,0,nao_informado,0
1143,60,management,divorced,tertiary,0,366,0,0,cellular,3,jun,593,1,-1,0,nao_informado,1
1144,57,housemaid,married,primary,0,501,1,1,cellular,7,aug,59,2,-1,0,nao_informado,0
1145,48,management,married,tertiary,0,998,1,0,cellular,29,jan,121,3,-1,0,nao_informado,0
1146,59,self-employed,married,primary,0,0,1,0,telephone,28,jul,97,2,-1,0,nao_informado,0
1147,39,management,married,tertiary,0,246,0,0,cellular,11,aug,86,2,-1,0,nao_informado,0
1148,44,blue-collar,married,secondary,0,-182,1,1,cellular,14,may,10,10,-1,0,nao_informado,0
1149,27,management,single,tertiary,0,446,0,0,cellular,23,jun,205,3,-1,0,nao_informado,0
1150,59,retired,married,secondary,0,1173,0,0,nao_informado,9,jun,77,2,-1,0,nao_informado,0
1151,36,technician,divorced,secondary,0,5957,1,0,cellular,18,nov,138,2,-1,0,nao_informado,0
1152,44,admin.,married,secondary,0,205,0,0,cellular,3,nov,289,1,-1,0,nao_informado,1
1153,50,admin.,married,secondary,0,0,0,0,cellular,4,aug,86,4,-1,0,nao_informado,0
1154,41,management,divorced,tertiary,0,369,1,0,telephone,22,aug,9,3,-1,0,nao_informado,0
1155,47,admin.,married,secondary,0,1934,0,1,cellular,14,may,225,1,364,1,failure,0
1156,32,technician,single,tertiary,0,259,0,0,cellular,22,jul,407,4,-1,0,nao_informado,0
1157,38,blue-collar,married,secondary,0,284,1,1,nao_informado,3,jun,1030,6,-1,0,nao_informado,0
1158,55,blue-collar,married,nao_informado,0,23,0,0,cellular,13,aug,123,2,-1,0,nao_informado,0
1159,38,management,single,tertiary,0,1373,0,0,cellular,22,oct,119,4,-1,0,nao_informado,0
1160,31,management,single,tertiary,0,62,1,0,cellular,18,may,175,1,293,5,failure,0
1161,38,blue-collar,divorced,secondary,0,157,0,0,nao_informado,9,jun,299,5,-1,0,nao_informado,0
1162,29,unemployed,single,tertiary,0,991,0,0,cellular,5,feb,563,1,-1,0,nao_informado,0
1163,55,services,married,secondary,0,186,1,1,nao_informado,9,may,241,1,-1,0,nao_informado,0
1164,35,unemployed,married,secondary,0,977,1,0,cellular,4,may,52,4,91,1,other,0
1165,40,self-employed,single,tertiary,0,2893,0,0,cellular,2,jun,76,3,-1,0,nao_informado,0
1166,34,blue-collar,married,secondary,0,1897,1,1,cellular,19,nov,441,1,-1,0,nao_informado,0
1167,32,technician,single,tertiary,0,5514,0,0,cellular,22,apr,319,1,182,1,success,1
1168,33,blue-collar,married,secondary,0,889,1,0,nao_informado,18,sep,13,1,373,6,success,0
1169,33,management,married,tertiary,0,273,1,0,nao_informado,16,may,803,1,-1,0,nao_informado,1
1170,37,admin.,married,secondary,0,1193,0,0,cellular,12,may,396,2,-1,0,nao_informado,0
1171,58,management,married,tertiary,0,2729,0,0,nao_informado,18,jun,188,1,-1,0,nao_informado,0
1172,36,admin.,single,secondary,0,0,0,0,cellular,20,apr,637,1,-1,0,nao_informado,0
1173,42,blue-collar,married,secondary,0,230,1,0,nao_informado,5,jun,175,7,-1,0,nao_informado,0
1174,34,technician,single,secondary,0,2729,1,0,cellular,6,apr,945,1,139,1,success,0
1175,35,management,married,tertiary,0,317,1,0,nao_informado,23,may,162,3,-1,0,nao_informado,0
1176,60,housemaid,married,primary,0,517,0,0,nao_informado,12,jun,1178,3,-1,0,nao_informado,0
1177,50,management,married,tertiary,0,-470,1,0,cellular,8,may,506,2,170,3,failure,0
1178,28,self-employed,single,tertiary,0,4579,0,0,cellular,12,jan,409,2,-1,0,nao_informado,1
1179,27,blue-collar,divorced,secondary,0,1,1,0,cellular,14,jul,116,3,-1,0,nao_informado,0
1180,37,management,married,tertiary,0,5106,0,0,cellular,30,apr,244,1,-1,0,nao_informado,1
1181,31,technician,married,tertiary,0,636,1,0,cellular,4,may,352,4,-1,0,nao_informado,1
1182,34,services,married,secondary,0,1076,0,0,cellular,12,may,152,1,182,6,success,1
1183,38,management,married,tertiary,0,126,1,0,nao_informado,21,may,164,2,-1,0,nao_informado,0
1184,32,self-employed,married,secondary,0,-33,1,0,nao_informado,28,may,234,3,-1,0,nao_informado,0
1185,37,technician,married,secondary,0,430,0,0,cellular,27,aug,154,4,-1,0,nao_informado,0
1186,33,admin.,married,secondary,0,-6,1,0,nao_informado,7,may,566,2,-1,0,nao_informado,0
1187,71,technician,married,tertiary,0,383,0,0,cellular,27,oct,327,2,183,3,success,0
1188,27,technician,married,secondary,0,130,1,0,cellular,7,may,265,3,-1,0,nao_informado,0
1189,38,blue-collar,married,primary,0,2569,0,0,nao_informado,9,jun,172,1,-1,0,nao_informado,0
1190,34,technician,single,secondary,0,201,0,0,cellular,22,jul,257,2,-1,0,nao_informado,0
1191,54,retired,divorced,tertiary,0,0,0,0,nao_informado,13,may,618,1,-1,0,nao_informado,1
1192,30,blue-collar,married,secondary,0,6,1,0,cellular,28,jan,241,3,-1,0,nao_informado,0
1193,35,entrepreneur,single,secondary,0,475,0,1,cellular,21,jul,936,4,-1,0,nao_informado,0
1194,33,blue-collar,single,secondary,0,706,1,0,cellular,7,apr,329,1,322,1,failure,0
1195,36,management,married,secondary,0,1825,1,0,cellular,14,may,24,1,346,1,failure,0
1196,59,self-employed,married,tertiary,0,185,0,0,cellular,22,jun,177,5,138,1,failure,0
1197,72,blue-collar,married,primary,0,4415,0,0,telephone,13,oct,120,1,-1,0,nao_informado,0
1198,64,management,married,tertiary,0,679,0,0,telephone,22,apr,135,3,-1,0,nao_informado,0
1199,53,technician,divorced,secondary,0,320,0,0,cellular,9,jul,175,1,-1,0,nao_informado,0
1200,35,management,single,tertiary,0,2988,1,0,cellular,25,may,179,1,-1,0,nao_informado,0
1201,58,self-employed,married,secondary,0,1407,1,0,nao_informado,30,may,58,1,-1,0,nao_informado,0
1202,40,technician,married,secondary,0,1270,0,0,cellular,17,apr,342,2,-1,0,nao_informado,0
1203,41,services,divorced,secondary,0,654,1,0,cellular,13,may,139,2,-1,0,nao_informado,0
1204,48,retired,married,primary,0,5173,1,0,nao_informado,18,jun,88,8,-1,0,nao_informado,0
1205,44,entrepreneur,married,tertiary,0,3463,1,1,cellular,28,aug,210,3,-1,0,nao_informado,0
1206,39,blue-collar,married,nao_informado,0,0,0,0,cellular,2,feb,731,1,193,3,failure,0
1207,61,management,married,tertiary,0,6016,0,0,cellular,2,feb,670,3,-1,0,nao_informado,1
1208,36,entrepreneur,married,primary,0,177,1,0,nao_informado,12,may,63,5,-1,0,nao_informado,0
1209,28,management,married,tertiary,0,3694,0,1,cellular,8,jul,70,2,-1,0,nao_informado,0
1210,58,retired,single,secondary,0,1640,0,1,cellular,4,feb,72,6,274,4,failure,0
1211,60,admin.,divorced,secondary,0,174,1,0,cellular,15,may,241,1,364,1,failure,0
1212,66,admin.,single,secondary,0,10177,0,0,cellular,5,may,272,4,-1,0,nao_informado,0
1213,36,management,single,tertiary,0,490,0,0,cellular,28,aug,207,8,98,1,failure,1
1214,49,self-employed,married,secondary,0,2576,1,0,cellular,15,may,64,6,-1,0,nao_informado,0
1215,40,services,married,secondary,0,0,0,0,nao_informado,12,jun,543,2,-1,0,nao_informado,0
1216,23,technician,single,secondary,0,598,0,0,cellular,30,apr,166,1,-1,0,nao_informado,0
1217,29,management,single,tertiary,0,15459,0,0,cellular,26,may,245,3,97,7,success,0
1218,44,blue-collar,married,primary,0,271,1,1,nao_informado,9,may,94,1,-1,0,nao_informado,0
1219,54,nao_informado,married,nao_informado,0,2508,0,0,nao_informado,20,jun,34,8,-1,0,nao_informado,0
1220,47,blue-collar,married,primary,0,320,0,0,telephone,30,jul,203,2,-1,0,nao_informado,0
1221,33,admin.,married,tertiary,0,640,0,0,cellular,24,jul,318,1,-1,0,nao_informado,0
1222,30,self-employed,married,secondary,0,1772,1,0,cellular,13,apr,158,4,-1,0,nao_informado,0
1223,27,admin.,single,secondary,0,15,0,1,cellular,21,jul,177,1,-1,0,nao_informado,0
1224,49,management,divorced,tertiary,0,2370,1,1,nao_informado,17,nov,56,1,103,2,other,0
1225,27,services,single,secondary,0,201,1,0,nao_informado,4,jun,172,2,-1,0,nao_informado,0
1226,51,blue-collar,married,secondary,0,160,1,0,cellular,7,may,136,1,359,1,failure,0
1227,32,admin.,divorced,secondary,1,5,1,1,cellular,18,may,82,3,363,2,other,0
1228,30,blue-collar,single,secondary,0,75,1,0,nao_informado,16,may,123,1,-1,0,nao_informado,0
1229,33,admin.,married,secondary,0,4902,1,0,cellular,20,nov,110,1,-1,0,nao_informado,0
1230,27,blue-collar,single,primary,0,-79,1,0,nao_informado,30,may,385,5,-1,0,nao_informado,0
1231,75,retired,divorced,secondary,0,1341,0,0,cellular,18,dec,415,7,-1,0,nao_informado,1
1232,37,services,divorced,secondary,0,490,1,0,cellular,2,feb,73,1,-1,0,nao_informado,0
1233,36,technician,single,secondary,0,1521,1,0,nao_informado,16,jun,243,2,-1,0,nao_informado,0
1234,37,blue-collar,married,secondary,0,131,1,0,nao_informado,9,may,137,2,-1,0,nao_informado,0
1235,35,management,married,tertiary,0,8,1,0,nao_informado,23,may,55,4,-1,0,nao_informado,0
1236,32,services,married,secondary,0,-632,1,1,cellular,20,apr,18,5,-1,0,nao_informado,0
1237,32,admin.,single,secondary,0,116,0,1,cellular,16,jul,255,2,-1,0,nao_informado,0
1238,35,admin.,married,primary,0,189,1,0,cellular,11,may,95,1,-1,0,nao_informado,0
1239,31,blue-collar,married,primary,0,2,1,1,cellular,10,jul,112,1,-1,0,nao_informado,0
1240,28,blue-collar,single,secondary,0,4229,1,1,cellular,5,may,205,2,-1,0,nao_informado,0
1241,27,services,married,secondary,0,54,1,0,cellular,18,may,97,1,370,1,failure,0
1242,22,student,single,nao_informado,0,549,0,0,cellular,2,sep,154,1,-1,0,nao_informado,0
1243,35,blue-collar,married,primary,0,298,1,0,cellular,13,may,135,2,370,2,failure,0
1244,69,retired,married,primary,0,579,0,0,cellular,14,aug,230,1,-1,0,nao_informado,0
1245,37,entrepreneur,single,tertiary,0,1467,1,1,cellular,17,nov,349,1,-1,0,nao_informado,0
1246,45,admin.,single,secondary,0,0,1,0,cellular,8,may,38,1,-1,0,nao_informado,0
1247,47,management,married,tertiary,0,109,1,0,cellular,22,jul,268,1,-1,0,nao_informado,0
1248,52,management,married,tertiary,0,-11,1,0,cellular,11,may,94,4,-1,0,nao_informado,0
1249,33,services,married,secondary,0,90,1,0,cellular,28,jul,263,2,-1,0,nao_informado,0
1250,60,blue-collar,married,primary,0,493,0,0,cellular,18,aug,671,4,-1,0,nao_informado,1
1251,33,management,divorced,secondary,0,1897,1,1,nao_informado,2,jun,197,1,-1,0,nao_informado,0
1252,44,admin.,married,secondary,0,2403,1,0,cellular,28,jan,180,2,-1,0,nao_informado,0
1253,38,entrepreneur,married,secondary,0,868,0,0,cellular,20,nov,452,2,-1,0,nao_informado,0
1254,54,entrepreneur,married,secondary,0,653,1,0,nao_informado,15,may,352,1,-1,0,nao_informado,0
1255,32,unemployed,divorced,primary,0,0,0,0,cellular,15,jul,175,4,-1,0,nao_informado,0
1256,33,technician,married,secondary,0,0,1,1,cellular,19,nov,163,2,-1,0,nao_informado,0
1257,55,services,divorced,secondary,0,218,1,0,nao_informado,29,may,200,2,-1,0,nao_informado,0
1258,51,blue-collar,married,primary,0,5050,0,1,nao_informado,16,jun,75,7,-1,0,nao_informado,0
1259,48,blue-collar,married,secondary,0,741,1,0,cellular,16,apr,227,1,-1,0,nao_informado,0
1260,37,services,single,secondary,0,1050,1,0,cellular,3,feb,586,3,-1,0,nao_informado,0
1261,33,services,single,secondary,0,-56,0,1,cellular,10,jul,119,5,-1,0,nao_informado,0
1262,30,blue-collar,married,primary,0,1,1,1,telephone,22,jul,80,2,-1,0,nao_informado,0
1263,43,blue-collar,married,primary,0,-98,1,1,cellular,12,may,112,2,330,3,other,0
1264,49,technician,married,secondary,0,4667,1,0,nao_informado,19,may,130,2,-1,0,nao_informado,0
1265,54,unemployed,married,primary,0,541,1,0,cellular,3,feb,237,3,-1,0,nao_informado,0
1266,31,unemployed,married,tertiary,0,7744,0,0,cellular,26,aug,377,8,-1,0,nao_informado,0
1267,54,nao_informado,married,nao_informado,0,895,0,0,cellular,7,oct,335,1,-1,0,nao_informado,1
1268,36,unemployed,married,secondary,0,-129,1,0,cellular,29,jul,121,3,-1,0,nao_informado,0
1269,30,admin.,married,secondary,0,0,0,0,cellular,15,jul,127,5,-1,0,nao_informado,0
1270,27,technician,single,secondary,0,158,0,0,nao_informado,1,jul,650,2,-1,0,nao_informado,1
1271,30,admin.,married,secondary,0,122,1,0,nao_informado,16,may,107,1,-1,0,nao_informado,0
1272,30,blue-collar,married,secondary,0,673,1,0,nao_informado,20,may,610,2,-1,0,nao_informado,0
1273,35,technician,divorced,secondary,0,0,0,0,cellular,25,aug,124,4,-1,0,nao_informado,0
1274,33,services,divorced,secondary,0,411,1,0,nao_informado,8,may,216,1,-1,0,nao_informado,0
1275,43,blue-collar,divorced,primary,0,-97,1,1,cellular,31,jul,747,4,-1,0,nao_informado,0
1276,41,blue-collar,married,secondary,0,-217,1,0,cellular,11,may,313,1,349,3,other,0
1277,41,management,divorced,tertiary,0,5037,0,0,cellular,23,apr,252,9,185,5,other,1
1278,46,admin.,divorced,secondary,0,2232,0,0,cellular,13,feb,121,1,-1,0,nao_informado,1
1279,54,blue-collar,married,secondary,0,-932,1,0,nao_informado,7,may,799,1,-1,0,nao_informado,0
1280,32,management,married,tertiary,0,913,1,0,cellular,23,jun,883,1,674,4,failure,0
1281,30,technician,single,tertiary,0,236,1,0,nao_informado,16,may,197,1,-1,0,nao_informado,0
1282,40,entrepreneur,married,primary,0,0,1,0,cellular,11,jul,271,2,-1,0,nao_informado,0
1283,30,blue-collar,married,primary,0,2581,0,0,nao_informado,12,may,221,2,-1,0,nao_informado,0
1284,27,admin.,married,secondary,0,639,0,1,cellular,14,jul,243,3,-1,0,nao_informado,0
1285,41,blue-collar,married,primary,0,849,1,0,nao_informado,15,may,72,1,-1,0,nao_informado,0
1286,54,services,married,secondary,0,386,1,0,cellular,2,aug,155,2,-1,0,nao_informado,0
1287,32,management,single,tertiary,0,1218,1,0,telephone,28,jan,70,2,-1,0,nao_informado,0
1288,31,management,married,tertiary,0,2603,1,0,cellular,11,feb,280,4,-1,0,nao_informado,1
1289,42,blue-collar,married,secondary,0,-921,1,0,nao_informado,26,may,115,2,-1,0,nao_informado,0
1290,48,admin.,married,primary,0,607,0,0,nao_informado,20,jun,29,2,-1,0,nao_informado,0
1291,34,blue-collar,married,primary,0,79,1,0,cellular,14,may,406,2,-1,0,nao_informado,0
1292,55,technician,divorced,secondary,0,61,1,1,cellular,25,aug,113,3,-1,0,nao_informado,0
1293,49,technician,married,secondary,0,1091,0,0,telephone,30,jul,47,2,-1,0,nao_informado,0
1294,46,management,divorced,tertiary,0,743,0,0,nao_informado,5,jun,36,2,-1,0,nao_informado,0
1295,47,entrepreneur,married,nao_informado,0,209,1,0,nao_informado,6,may,135,2,-1,0,nao_informado,0
1296,24,management,single,tertiary,0,172,0,0,cellular,3,jul,67,2,-1,0,nao_informado,0
1297,58,entrepreneur,married,secondary,0,2,0,0,nao_informado,16,jun,684,1,-1,0,nao_informado,0
1298,32,management,single,tertiary,0,41,0,0,cellular,21,aug,686,5,-1,0,nao_informado,1
1299,25,student,single,secondary,0,1116,1,0,cellular,2,mar,170,3,-1,0,nao_informado,0
1300,49,blue-collar,married,secondary,0,-55,0,0,nao_informado,17,jun,150,3,-1,0,nao_informado,0
1301,59,retired,divorced,secondary,0,5845,0,0,cellular,14,may,1060,2,-1,0,nao_informado,1
1302,30,management,single,tertiary,0,329,1,0,nao_informado,6,jun,122,16,-1,0,nao_informado,0
1303,46,blue-collar,married,secondary,0,494,1,0,nao_informado,26,may,724,1,-1,0,nao_informado,0
1304,42,management,married,nao_informado,0,1519,0,0,cellular,19,oct,230,1,92,1,success,1
1305,37,entrepreneur,married,tertiary,0,2685,0,0,nao_informado,20,jun,187,2,-1,0,nao_informado,0
1306,44,blue-collar,married,primary,0,-14,1,1,nao_informado,19,may,179,4,-1,0,nao_informado,0
1307,49,services,married,secondary,0,5673,0,1,cellular,4,aug,357,3,-1,0,nao_informado,0
1308,41,blue-collar,married,secondary,0,1459,0,0,nao_informado,5,jun,82,1,-1,0,nao_informado,0
1309,48,technician,married,tertiary,0,0,0,0,telephone,26,aug,176,15,-1,0,nao_informado,0
1310,31,management,married,secondary,0,625,1,0,cellular,7,apr,424,1,138,1,failure,0
1311,37,student,married,nao_informado,0,0,0,0,nao_informado,18,jun,115,1,-1,0,nao_informado,0
1312,51,services,married,secondary,0,867,1,0,cellular,3,feb,177,2,211,3,failure,0
1313,80,retired,married,secondary,0,8304,0,0,telephone,9,jun,712,1,64,12,failure,1
1314,32,management,single,tertiary,0,151,1,0,nao_informado,6,may,118,1,-1,0,nao_informado,0
1315,48,services,married,primary,1,-583,1,0,nao_informado,2,jun,25,7,-1,0,nao_informado,0
1316,49,blue-collar,married,tertiary,0,1784,0,0,nao_informado,12,jun,753,1,-1,0,nao_informado,0
1317,30,management,married,tertiary,0,3134,1,0,cellular,17,jul,124,1,-1,0,nao_informado,0
1318,27,self-employed,single,secondary,0,49,1,0,cellular,30,jan,208,2,-1,0,nao_informado,0
1319,34,technician,married,secondary,0,-346,0,0,cellular,13,aug,136,4,-1,0,nao_informado,0
1320,49,management,married,secondary,0,1623,1,0,cellular,19,nov,1081,2,-1,0,nao_informado,1
1321,48,management,married,tertiary,0,60,0,0,telephone,7,may,376,2,339,7,failure,0
1322,40,services,married,secondary,0,17,0,0,cellular,4,jun,78,1,-1,0,nao_informado,0
1323,38,blue-collar,married,secondary,0,2008,1,0,cellular,18,nov,354,1,-1,0,nao_informado,0
1324,46,blue-collar,married,primary,0,91,1,0,cellular,6,may,29,1,356,2,failure,0
1325,41,entrepreneur,married,tertiary,0,171,1,0,cellular,19,nov,209,1,191,4,failure,0
1326,28,management,single,tertiary,0,1027,1,0,cellular,14,may,433,1,-1,0,nao_informado,0
1327,51,services,married,nao_informado,0,5801,1,0,nao_informado,29,may,147,2,-1,0,nao_informado,0
1328,33,blue-collar,divorced,primary,0,142,1,0,telephone,11,may,41,2,300,5,failure,0
1329,26,management,single,tertiary,0,205,0,0,nao_informado,26,may,111,1,-1,0,nao_informado,0
1330,34,admin.,single,secondary,0,852,0,0,cellular,14,apr,108,2,-1,0,nao_informado,0
1331,27,blue-collar,married,secondary,1,-584,1,0,cellular,7,may,411,2,-1,0,nao_informado,0
1332,42,self-employed,married,secondary,0,97,0,0,cellular,10,jul,108,2,-1,0,nao_informado,0
1333,45,admin.,married,secondary,0,204,1,0,cellular,3,jun,224,2,-1,0,nao_informado,1
1334,31,technician,single,secondary,0,628,1,0,nao_informado,12,may,1083,2,-1,0,nao_informado,0
1335,32,management,single,tertiary,0,311,0,0,nao_informado,12,may,757,2,-1,0,nao_informado,1
1336,39,blue-collar,married,primary,0,1564,0,0,nao_informado,17,jun,57,1,-1,0,nao_informado,0
1337,26,blue-collar,single,secondary,0,856,1,1,cellular,30,jul,95,5,-1,0,nao_informado,0
1338,40,management,single,tertiary,0,1509,0,0,cellular,15,mar,144,2,124,1,failure,0
1339,52,services,married,secondary,0,-888,0,0,cellular,16,jul,135,1,-1,0,nao_informado,0
1340,40,technician,single,tertiary,0,226,0,0,cellular,15,jan,176,2,-1,0,nao_informado,0
1341,48,technician,married,secondary,0,127,0,1,cellular,7,aug,524,5,-1,0,nao_informado,0
1342,31,services,married,secondary,0,413,1,0,nao_informado,13,may,65,1,-1,0,nao_informado,0
1343,27,admin.,married,secondary,0,710,1,1,cellular,6,may,653,1,334,2,success,1
1344,47,technician,married,secondary,0,1233,1,0,nao_informado,11,sep,91,1,100,2,other,1
1345,28,management,single,secondary,0,171,0,0,cellular,10,mar,93,1,-1,0,nao_informado,1
1346,40,management,divorced,tertiary,0,69,1,0,cellular,6,may,503,2,280,2,failure,0
1347,34,admin.,married,secondary,0,1499,1,0,cellular,13,apr,186,1,327,2,failure,0
1348,29,self-employed,married,tertiary,0,751,1,0,nao_informado,23,may,121,2,-1,0,nao_informado,0
1349,36,management,married,tertiary,0,61,0,1,cellular,19,aug,452,2,-1,0,nao_informado,0
1350,83,retired,married,primary,0,425,0,0,telephone,22,jun,883,1,140,1,failure,1
1351,55,services,divorced,primary,0,2923,1,0,nao_informado,15,may,104,2,-1,0,nao_informado,0
1352,43,management,divorced,tertiary,0,99,0,0,cellular,29,jan,24,3,-1,0,nao_informado,0
1353,23,student,single,secondary,0,1021,0,0,telephone,19,jun,79,9,-1,0,nao_informado,0
1354,44,technician,married,tertiary,0,1146,0,0,cellular,4,jul,178,2,-1,0,nao_informado,0
1355,58,blue-collar,married,primary,0,781,1,0,cellular,15,may,74,2,-1,0,nao_informado,0
